client_id,round_number,hierarchy,num_samples,set,accuracy,loss,model_size,avg_epoch_time,total_train_time,is_slow,round_completion_time,trained_epochs,model_download_time,model_report_time,model_download_size,model_report_size
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,1, ,250, test,0.02,None,2587604,23991,239915,1,589,10,1.256,5.412,2,3
2ab8445c-733d-4ba7-960f-a8fc5b65a73f_1,1, ,250, test,0,None,26415306,48604,486049,0,589,10,3.491,5.412,25,3
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,2, ,250, test,0.62,None,2587608,23530,235302,1,589,10,1.175,5.284,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,2, ,250, test,0.56,None,26415306,42866,428665,0,589,10,7.285,4.315,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,3, ,250, test,0.78,None,2587606,23297,232970,1,536,10,1.336,5.249,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,3, ,250, test,0.6,None,26415307,49256,492568,0,536,10,4.181,4.666,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,4, ,250, test,0.8,None,2587608,22998,229989,1,561,10,1.211,5.491,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,4, ,250, test,0.6,None,26415307,51570,515701,0,561,10,4.061,4.465,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,5, ,250, test,0.82,None,2587607,23050,230509,1,567,10,1.31,5.365,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,5, ,250, test,0.66,None,26415307,52438,524389,0,567,10,4.128,4.09,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,6, ,250, test,0.84,None,2587607,23518,235183,1,579,10,1.238,5.288,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,6, ,250, test,0.66,None,26415307,53592,535928,0,579,10,3.729,3.995,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,7, ,250, test,0.84,None,2587608,23421,234213,1,581,10,1.208,5.917,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,7, ,250, test,0.66,None,26415308,53716,537166,0,581,10,3.941,4.727,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,8, ,250, test,0.86,None,2587606,23422,234224,1,587,10,1.393,5.263,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,8, ,250, test,0.66,None,26415306,54249,542491,0,587,10,4.935,4.158,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,9, ,250, test,0.86,None,2587606,23509,235092,1,594,10,1.821,5.287,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,9, ,250, test,0.66,None,26415308,53283,532833,0,594,10,4.268,5.243,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,10, ,250, test,0.86,None,2587608,23527,235273,1,573,10,1.707,5.305,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,10, ,250, test,0.66,None,26415311,52898,528983,0,573,10,4.165,4.257,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,11, ,250, test,0,None,2587607,23458,234589,1,570,10,1.516,5.569,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,11, ,250, test,0.66,None,26415304,52564,525641,0,570,10,3.813,4.392,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,12, ,250, test,0.68,None,2587606,23489,234891,1,564,10,1.285,5.327,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,12, ,250, test,0.6,None,26415305,51925,519253,0,564,10,4.836,4.199,25,34
e3b6ca9c-fd7e-40b6-b530-296f88e395e3_1,13, ,250, test,0.82,None,2587606,23419,234199,1,558,10,1.235,5.399,2,3
de8cbee5-97d6-4edc-bcd8-243619e814f0_1,13, ,250, test,0.66,None,26415307,50704,507042,0,558,10,4.47,6.644,25,34
