client_id,round_number,hierarchy,num_samples,set,accuracy,loss,model_size,avg_epoch_time,total_train_time,is_slow,round_completion_time,trained_epochs,model_download_time,model_report_time,model_download_size,model_report_size
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,1, ,250, test,0,None,26415307,46865,468651,0,2490,10,11.241,18.034,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,1, ,250, test,0,None,26415307,176313,1763136,1,2490,10,227.63,333.3,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,2, ,250, test,0.36,None,26415303,44443,444439,0,2348,10,11.985,17.703,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,2, ,250, test,0.48,None,26415303,174802,1748023,1,2348,10,225.326,339.628,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,3, ,250, test,0.44,None,26415307,43205,432056,0,2332,10,12.361,17.68,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,3, ,250, test,0.72,None,26415307,174778,1747784,1,2332,10,225.91,323.735,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,4, ,250, test,0.58,None,26415308,42647,426471,0,2318,10,12.252,17.649,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,4, ,250, test,0.72,None,26415308,173253,1732539,1,2318,10,225.973,325.291,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,5, ,250, test,0.6,None,26415307,42787,427879,0,2437,10,13.244,18.052,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,5, ,250, test,0.7,None,26415307,184572,1845729,1,2437,10,227.553,329.497,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,6, ,250, test,0.62,None,26415304,43194,431942,0,2327,10,11.717,18.055,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,6, ,250, test,0.74,None,26415304,174422,1744223,1,2327,10,228.56,320.137,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,7, ,250, test,0.62,None,26415306,42229,422296,0,2346,10,11.535,17.441,25,34
fd5b06c6-7e41-4889-a338-9da49b2f1f1b_1,7, ,250, test,0.74,None,26415306,174057,1740571,1,2346,10,223.663,346.017,25,34
601a71a0-6535-4f3c-95a7-0c63ba13ea06_1,8, ,250, test,0.62,None,26415309,41721,417210,0,2319,10,11.536,17.629,25,34
