client_id,round_number,hierarchy,num_samples,set,accuracy,loss,model_size,avg_epoch_time,total_train_time,is_slow,round_completion_time,trained_epochs,model_download_time,model_report_time,model_download_size,model_report_size
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,1, ,250, test,0,None,26415308,36560,365606,0,966,10,2.712,3.801,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,1, ,250, test,0.02,None,13116034,92148,921481,1,966,10,3.811,8.299,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,2, ,250, test,0.42,None,26415306,41747,417479,0,930,10,7.628,7.565,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,2, ,250, test,0.46,None,13116033,90112,901129,1,930,10,5.101,8.021,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,3, ,250, test,0.56,None,26415307,47759,477596,0,935,10,10.274,4.859,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,3, ,250, test,0.8,None,13116031,90094,900945,1,935,10,9.975,7.959,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,4, ,250, test,0.6,None,26415304,46655,466552,0,927,10,6.91,3.925,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,4, ,250, test,0.84,None,13116031,89779,897797,1,927,10,6.489,6.859,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,5, ,250, test,0.62,None,26415309,48725,487255,0,982,10,5.872,3.934,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,5, ,250, test,0.86,None,13116029,95381,953814,1,982,10,4.614,7.231,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,6, ,250, test,0.62,None,26415307,49453,494539,0,958,10,14.343,3.966,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,6, ,250, test,0.86,None,13116029,92664,926649,1,958,10,6.865,7.519,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,7, ,250, test,0.62,None,26415308,47215,472154,0,959,10,6.249,5.584,25,34
877a2362-ed1d-4c3f-976c-a8caca0de340_1,7, ,250, test,0.86,None,13116030,91128,911289,1,959,10,4.135,7.349,12,17
2d3f13b5-0eca-41a8-b06b-20dd7e034b5e_1,8, ,250, test,0.62,None,26415308,50567,505677,0,938,10,6.259,4.201,25,34
