client_id,round_number,hierarchy,num_samples,set,accuracy,loss,model_size,avg_epoch_time,total_train_time,is_slow,round_completion_time,trained_epochs,model_download_time,model_report_time,model_download_size,model_report_size
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,1, ,250, test,0,None,26415307,40931,409317,0,709,10,3.529,4.624,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,1, ,250, test,0.04,None,6734276,53249,532497,1,709,10,2.165,6.118,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,2, ,250, test,0.48,None,26415308,43951,439518,0,541,10,8.322,4.027,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,2, ,250, test,0.58,None,6734279,52094,520944,1,541,10,3.023,6.093,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,3, ,250, test,0.54,None,26415307,46996,469961,0,538,10,5.427,4.059,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,3, ,250, test,0.78,None,6734278,51801,518011,1,538,10,2.289,6.114,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,4, ,250, test,0.6,None,26415308,48774,487744,0,539,10,5.914,4.179,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,4, ,250, test,0.82,None,6734280,51892,518926,1,539,10,2.773,6.184,6,8
a810d26f-aad7-43fe-a750-a847127e10c8_1,5, ,250, test,0.86,None,6734279,51994,519945,1,544,10,2.379,6.055,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,5, ,250, test,0.6,None,26415305,49517,495177,0,544,10,5.422,9.235,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,6, ,250, test,0.88,None,6734279,52011,520116,1,544,10,2.535,6.001,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,6, ,250, test,0.62,None,26415304,50089,500891,0,544,10,4.947,5.572,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,7, ,250, test,0.88,None,6734280,52197,521973,1,548,10,2.475,5.994,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,7, ,250, test,0.62,None,26415307,50507,505079,0,548,10,4.904,4.01,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,8, ,250, test,0.88,None,6734278,52092,520921,1,547,10,2.926,6.16,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,8, ,250, test,0.6,None,26415302,49742,497420,0,547,10,4.341,8.828,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,9, ,250, test,0.88,None,6734279,52090,520903,1,561,10,2.841,6.049,6,8
d2d501d6-1a5b-4c77-8b6c-8ff084263117_1,9, ,250, test,0.6,None,26415308,50611,506113,0,561,10,4.847,4.145,25,34
a810d26f-aad7-43fe-a750-a847127e10c8_1,10, ,250, test,0.88,None,6734282,52027,520274,1,545,10,2.824,6.087,6,8
